,Date,Rating,Review
2541,2016-09-17,1,"While this may be the largest aquarium in california, it is no longer a good experience. Why? TOOOOO MANY PEOPLE. you will get pushed around, hear constant screaming and crying children, dodge stroller. it's complete chaos. Finger print smudges everywhere, and its nearly impossible to get a good view of the fish. Think about going early? ha, there is a long line at opening and it floods up to capacity fast. People don't follow rules with flashes every 2 seconds. people will get up in your space a lot. There is no parking, so be prepared to walk. it's become a tourist TRAP. you want to pay 50 bucks for an experience like this? There are far greater aquarium experiences at other locations around the united states. DO NOT travel to Monterey just for the aquarium. If you like a crowded experience and don't mind shelling out a tone of cash to pick up influenza or pin worm, go right ahead. If it was empty, this would be an amazing place, but it's not. it needs crowd control. Oh, It likely breaks fire codes, that's how many people are there. Don't go on weekends or holidays. go on a Tuesday morning. Oh, if you are wondering of a better fish petting experience? go to Moody Gardens in Galveston. it's empty and you can pet all the sting rays you wish. it's a smaller aquarium with a much better experience. and you can catch an Imax and get free parking. People are in denial if they are giving this 5 stars."
2542,2015-02-23,5,"Had an awesome experience here! It can get a little crowded but the aquarium is definitely worth the wait! Make sure you catch the feedings for the otters and open sea exhibit. They do such an amazing job incorporating fun themes with the different exhibits so that you are not just going from tank to tank looking at animals. The jellyfish were all in a ""groovy"" 70's psychedelic exhibit which worked very well, and the tentacle creatures were all set in a pirate theme. The entire aquarium can be throughly enjoyed by kids and adults and it is definitely a humbling experience to see just a fraction of amazing creatures that the sea has to offer."
2543,2015-05-22,5,I would definitely consider checking the jelly fish exhibit (if still there). There was also a big circular shaped fish tank which had what appeared to be sun fishes and other large fishes. The place appeared clean as well.
2544,2012-06-08,3,"Cons: Super crowded; super expensive; smaller than other aquariums I've been to, parking will be difficultPros: Well cared for animals, facility is well maintained; staff is attentive and helpful, lots of learning stations; the wave tunnel is just plain coolThis would be a great experience/adventure to take 6-7 years olds on if you had no other ideas and were in the area."
2545,2014-01-03,1,"Been there, done that. Yes, it is a BEAUTIFUL aquarium, but the social messaging is distracting and, quite frankly, annoying. Do we need to take care of our world? Absolutely....but this should just be a SECTION of the aquarium. There is more focus on conservation rather than the actual organism or fish. ""Science"" seems to have been hijacked by extremists."
2546,2012-07-16,5,"I love love love love LOVE this place. This place is gorgeous. It's breathtaking. I love the ocean. It's one of the things that broke my heart most about moving to Michigan - no ocean (shut it, the Great Lakes don't count as ""beach""). The Monterey Bay Aquarium is one of the most amazing places ever to learn about the ocean, conservation efforts, endangered species, and get to see some pretty freaking cool fishies (& non-fishies!). I love the otter exhibit, and the penguins, too. The prices are a little steep, but it takes a lot of money to keep these animals alive and to continue the Aquarium's conservation efforts and research. The one thing I adore about the Aquarium, too, is that they occasionally have Great Whites in their habitat. Aquariums can't keep them in captivity for long, but we still don't know much about them, so the Aquarium will occasionally bring one in (often times one that's been abandoned or injured), study it, tag it, then release it. I keep missing them when they have them, but I'm looking forward to the next one (in case you can't tell, Great Whites are my favorite sea animal...)!"
2547,2014-06-13,5,"Took kids and grandkids.  Expensive, but worth it.  Everything is first class; exhibits, staff, volunteers, and facility.  Viewing areas were magnificent, educational opportunities abound, many hands on areas.  Good for a day's outing. World class."
2548,2009-03-04,5,What can I possibly say about the MBA that 517 others before me have not?It is simply a must-see - multiple times if you can - before you die.The work they are doing to preserve and conserve the marine mammal population is important and worthy of support.And dang-it those otters are just soooooo cute!
2549,2009-12-10,4,"Been to several aquariums around the world and this is arguably the best. I think the one in Sydney Australia might be better, but that's just my opinion. Tips Go in the afternoon ( after lunch if possible ). Kid field trips usually taper off by then I've found. If you have kids, or do not, you don't want to be here with hundreds of field-trippers. Parking can be dicey. They do have pay lots a few blocks away which is the easiest option. One thing, if it's cold and raining they have TERRIBLE curb side passenger pickup. There is ONE stall in front where it's legal to pick up people and it's usually occupied. The best strategy may be to park in the Bus Loading Circle ( you'll have to move quickly if a Bus comes) and wait for your party to come out. Then just double park in front and load up passengers. It's not a fun experience. Food - There is a place on Cannery Row called Paradiso. It's right over the water and they hand out free Calamari coupons. Very good."
2550,2015-02-17,5,Worth the drive from the Bay Area for sure.  Avoid the weekends and holidays as the place gets extremely crowded.  The food options inside are not good.  Great kids zone!
2551,2012-11-07,4,"I don't think I am an aquarium type person because I thought it was ok. I just bought the tickets since we have never been. Price is kinda high, $30 for student discount. I think this place is more for kids. It was cool to see all the different creatures and animals though. I really liked the giant wall sized tanks where they had the bigger animals like sharks. Oh and before I forget! Parking is a B****!!! Only street parking, and good luck! Unless you pay $20 or more for valet or parking in a private garage."
2552,2013-05-16,5,"One of the best aquariums we've ever been to. Based around 2 two storey buildings and housing 2 massive tanks full of awe inspiring animals, the Aquarium has a full range of exhibits, lectures and feedings (they even have an SMS service for impromptu feedings like say if a pod of dolphins swims by the outdoor balcony!)We especially liked the sea otter exhibit and educational video."
2553,2012-01-16,4,"Came here over MLK weekend to check out the aquarium....Driving over from the peninsula didn't take too long.... 1 1/2 hour drive.  When we got here, parking meters cost 1.50 per hour and there are also parking lots ($10 for the day).  Decided to park a few blocks away in the residential area where there are no signs.  Free parking.....  walking time is about 10 mins.As we walk in, the guide gives me a map of the aquarium, so, it's relatively easy to go from area to area....  There are different exhibits available, from the the giant sea (where you can see many specimens of fish, turtle, etc) to the otter exhibit, the plant life, the penguins, so, there are lots to see.  They even have a 'child' center for kids to play and learn with educational games.  While it was fun to see, the exhibit is definitely in my opinion geared for parents to bring the kids to get an educational experience.  Nothing wrong with that!  We went thru all the exhibits in a couple of hours.  Definitely interesting and would bring back family in the future."
2554,2015-03-27,2,"I was very disappionted in the aquarium.  I had such high hopes for this aquarium but it was a let down.  I enjoyed the jell fish exhibits and that was about it.  For what is there and the price, it is way over priced. There are better aquariums."
2555,2015-07-12,5,One of the finest aquariums in the country.  You can spend about 4 hours and not see the same thing twice.  Go early and one weekdays if you can.
2556,2015-02-10,4,I went here a few limes when my kids were younger. Had Abalone for the first time it was great. The kids and i really enjoyed it.
2557,2009-02-08,4,"Based on exhibits and animals alone, the Monterey Bay Aquarium deserves 5+ stars. Built in one of the original Cannery Row buildings (they have pictures of the original cannery building, showing how true to its predecessor it really is), the aquarium is perfectly situated on Monterey Bay. The sea life offered is extraordinary and will keep adults and children entertained for hours (you could easily spend half a day here) and the aquarium offers ample outdoor areas to look out over (and appreciate) the pristine Monterey Bay. The onsite cafe offers healthy lunch options (unlike some other kid-friendly attractions which offer hot dogs, macaroni, etc.).Unfortunately, the aquarium is not perfect as it charges an exorbitant fee. $30 to visit an aquarium when you can pay $15-20 to visit comparable aquariums like the one in Seattle. I know the aquarium uses some of it to support sustainability, conservation, and research programs (which I certainly appreciate) but to build that into their fees doesn't seem like the right way to go about raising money. I'm sure it turns away many people who are interested in learning about our oceans and who might leave the aquarium with a better appreciation for them."
2558,2015-05-09,5,The best aquarium I've ever been to! Truly a local and national landmark
2559,2016-11-04,5,"This place is the best! Such a wonderful time for the whole family. Beautiful, beautiful, beautiful and the staff are so friendly! If you're ever in the Monterey area - you need to go - you won't regret the money spent!"
2560,2012-06-06,4,"Fantastic Aquarium, probably the best on the west coast. A nicely diverse selection of plants and animals, though mostly of the local variety as a good chunk of the tanks are conected to the bay (wouldn't do to have Caribbean fishies getting cold ass Pacific Ocean water). The uniqueness of the Kelp and Open Sea tanks make it a must visit for anyone with interest in aquatic animals."
2561,2016-04-04,5,This an amazing aquarium. I'm not sure if it is because it is in a great little Oceanside town or the fact that it is literally built on the Ocean- but it has a wow factor and spectacular ambiance. It's location on Cannery Row yields a very long stretch of delicious seafood restaurants and shops to enjoy after your visit. The aquarium has fantastic areas for littler kids to play and explore and learn. My 2 and 5 year old were in awe our entire visit and especially liked the deep water exhibit which tank seems endless. My 8 year old really liked the hands on tide pool and really enjoyed learning about all the creatures. The cafe they have is very good if a little higher priced. If you look at the schedule for the day you can catch a few feedings and the movie of the day they are showing. You can go outside and utilize the binoculars to spot some otters or maybe even a whale. You can for an extra fee scuba dive in the actual ocean which is made into little tide pools by the rocks. It seems the annual pass may be worth it price wise even though you. An see everything in one visit.
2562,2009-11-09,4,"I made a day trip to the Monterey Bay Aquarium when I was living in the south bay with a couple of friends also in the San Jose / Santa Cruz area. Between the 1 1/2 hour drive both directions, spending  4-5 hours in the aquarium, and sitting down for lunch in the cafeteria at some point, this made a perfect day-long adventure. Monterey Bay Aquarium is pricey, but the money goes to a good cause. They also offer student, senior, and youth discounts, which is nice. When you come to the aquarium, you're met by an impressive gigantic wall of tons of fish. This is one of the most impressive parts of the aquarium and really gives you an idea of the massive size of this place. Keep going through, and you're met by a great number of treasures, from penguins to sea otters to areas where you can touch crabs, and, yes, tons and tons of fish. Make sure you view the daily feedings they offer while you're there as well as take advantage of some of the interactive activities. Ok, so they're really oriented at kids, but I think they're fun for all! If you truly take advantage of all the aquarium has to offer you could be most of the day.I can't give Monterey Bay Aquarium 5 stars because, as impressive as it is, I still felt it didn't compare to my childhood fantasy aquarium, the Shedd Aquarium. In fact, I was a bit disappointed during my visit because they lacked things such as dolphin tours and exhibits. That said, it is still the best aquarium on the west coast. If you're in this part of the country and haven't visited, what are you waiting for?"
2563,2014-10-26,5,Really cool aquarium. Big with a bunch of exhibits and plenty staff explaining things to ignorant people like ourselves. Moral of the story is eat your own plastic and stop littering. Just kidding. The jellyfish exhibit was really soothing. Makes me want to fall asleep. Wish I had a custom tank in my room filled with jellyfish. That'd be something. The price seems a bit steep but you will easily be able to spend a couple hours here. Parking is a bit of a pain but very abundant.
2564,2010-06-20,5,"Have been coming here for years! Field trips in elementary school, middle school, high school, and now college dates! This is by far my favorite aquarium ever! For sure, way better than the Aquarium of the Pacific down south. This place is big without being overwhelmingly so, organized by different ecosystems, educational and extremely fun! You can go with the family or with a date.Favorite exhibits include: sea otter, jelly fish, and deep ocean tank. The feeding times are also fun to watch, especially the sea otter one. The also have changing exhibits, but the permanent ones are the bestI wouldn't recommend the restaurant here because it's a little overpriced, but what museum/aquarium isn't? Plus, it goes towards the aquarium and its conservation/research efforts, so if Im starving, I don't mind helping a good source. The newer exhibits seem a little...more child oriented, but hey, it is a family place after all. Plus, all the colors make it pretty :)Note: my favorite fish, the sun fish (aka mola mola) is currently not in the deep ocean fish tank...she's at the vet because the shark keeps on harassing her. So if you're going to see the sun fish (like i was)...call ahead! Haha."
2565,2011-10-20,5,"Loved it. It does seem pricey at $30/adult and $20/kid but we still had a great time. Plenty of cool exhibits, especially the Open Sea one. I could spend hours just staring at it, but had a 3 yr old with me who has a limited attention span and can't sit still. I like that they interactive (touch) exhibits and things for people of all ages -- even babies and toddlers.I was expecting larger exhibits, like a dolphin show or something. But, that's because I grew up in the DC area and the Baltimore Aquarium has one. Regardless, this aquarium won't disappoint. It's a great way to spend an afternoon.There are plenty of great photo ops, like the sea jellies or any of the school of fish swimming around. The feedings (such as the one for the penguins) are cool and informative and kids will love them. They also have tours available for an additional fee -- Behind-the-scenes tour, feeding tours, family tours, etc. -- but be aware that some have age requirements and most sell out quickly. I'd suggest going on their site and making reservations well in advance of your trip. We got their right when they opened and most were already full.4.5 Stars"
2566,2016-03-24,2,"Not really worth it for $35 per person (with student id). We drive over 5 hours to get here, our expectations were really high as it's supposed to be one of the better aquariums. To be honest, it was a good size aquarium, but the same type of sea life everywhere you turned. The octopus was cool, but 4 of them in 4 different tanks??!! Same with the jellyfish. There were no sharks, unless you count the hammerhead and baby shark swimming around. No tunnel, which is weird. We went on a Monday, it was so crowded and so many damn kids running around, I wanted to trip them, lol. The area was stuffy and smelled of B.O. We won't be returning, I'll go back to SF."
2567,2012-01-30,5,"Love this place, it's beautiful and sometimes cramped when it's the weekend so staring at jellyfish and sea horses is limited to how rude you want to be. We have the year passes and they've already paid for themselves in two visits on top of it being completely tax deductible.     The Open water exhibit is one of my favorite along with the jellyfish against the bright blue backdrop. Amazing.What's not amazing are people who just walk around with cameras taking pictures of the animals then walk away. These people tend to be pushy and changes the ambiance from slow and relaxed to frenzied. I'm all for people taking pictures home with them, but you're not even taking the time to enjoy them while you're here. anyway...Go on a Monday, super calm. Moms with cute kiddos age 1-4 who are super into the exhibits. The older  kids are presumably in school. Winning."
2568,2015-05-02,3,"After all of the hoopla about it being the ""best aquarium in the world"" and seeing Yelp reviews, my husband I decided to go.We've been to other comparable aquatic parks and aquariums. Like Aquarium of the Pacific and SeaWorld and Santa Monica Pier Aquarium. MBA was not so much more stunning that it could be $40 entrance fee. We were not incredibly impressed- at least not at the level that some reviews and the ""best aquarium in the world"" title suggests. The Giant Pacific Octopus was fantastic."
2569,2012-06-15,5,"I could spend all day in front of the kelp forest.  The rest of the time you'll find me in front of the jellies.  Don't miss the sea horse world -- such a lovely installation.  Love the sense of harmony that abounds -- everyone is here to enjoy the beauty of the sea, up close.  And if you or your family loves it, just become members -- if you visit more than twice a year it pays for itself, plus helps support the mission of the Aquarium."
2570,2015-07-02,5,"Wow!  Best aquarium I have ever been to.  I was busy the entire day: from 9:30 am to 6:00 pm.  Wonderful exhibits.  The sea otters were great.  The penguins too.  Excellent exhibits:  the kelp forest, tentacles, the jellies exhibit, splash zone.  All very educational.  The food area was good too.  I recommend the clam chowder."
2571,2015-07-02,3,"Best aquarium Ive been to but nothing spectacular.  The jelly fish exibit is very cool. I got aeason passes anyway. In a hot day its nice to come hang out though. It is a bit crowded & there isnt really a flow of people, hust people randomly walking around lost & bumping into people or just stopped while people are trying to walk by. Parking is bad too."
2572,2014-07-11,4,"So much fun! Hadn't been in years, still awesome though. Great for kids; obviously.  Little pricey as its 40 bucks per adult. 30 would be better. Got there when opened and had little wait getting in. Was a Friday though."
2573,2014-12-25,5,"I love this place. I live near Los Angeles, so I frequently go to The Aquarium of the Pacific. This aquarium seems to have so much more! I loved it! I know that it is pretty expensive at $40, but I think it is worth it. We bought our tickets from our hotel and we got 2 days for the price of 1. I highly recommend doing that especially if you have small children. We didn't get to see everything we wanted in 1 day because of naps and our kids got worn out. The jellyfish exhibit is amazing. There are also tons of places for the kids to play and do some hands on activities. If you're in Monterey, this place is a must."
2574,2016-09-03,1,"This place is definitely over rated. If you have kids, maybe it's ok. I would not recommend here if you have been to a couple of other good acquraiums in the nation. Tickets are $50 per adult with what I considered limited offering. Don't come on Saturday  (don't know about Sunday) as you will see absolutely nothing."
2575,2010-08-08,5,"Aquariums are beautiful but questionable machines. They have a myriad of pumps and apparatus to create a gravity defying marine environment above sea level and on dry land. Reverse submarines. They are marine zoos, perhaps less harsh as the inhabitants are less sentient. That said (and zoos have their place too), they are great! Even essential. And they are the essential place to learn first hand about what's in our oceans without a snorkel or tanks. This aquarium's most epic feature is the deep kelp forest tank, recreating a lot of the rich marine environment off the Cali coast.But this review is not about that. This review is about the Monterey Bay Aquarium Seafood Watch program. montereybayaquarium.org/…It's a mobile app, a business card size pocket guide many seafood stores provide, and an Internet resource.There are a few organizations working in the sustainable seafood space. The Monterey Bay Aquarium Seafood Watch program is one of the earliest. They have primarily a documenting and educational focus on fish species and locations. They are the knowledge base, and a guide to restaurants moving toward sustainability.They are complemented by supply chain certification groups, there is plenty of evolution yet to be done in that space.The aquarium is a great place to visit and a great place for children. It's very crowded weekends. Recommended for in person visits and for their seafood program, available worldwide on the Interwebs, which will hopefully preserve the aquarium from becoming a zoo for extinct ocean species."
2576,2015-06-24,5,"The restaurant here is kinda pricey, but it's totally worth it. Not just the taste, although it was pretty good. But the view is the best part! You can sit near the windows and be practically on top of the ocean. If you watch the ocean even a little bit, you'll see sea otters popping up and playing. What a cool experience! The aquarium itself is pretty cool too. My little ones loved the kids area. Get to the sea otter tank early, it fills up really quick before the talks there"
2577,2012-08-02,4,"Fun place to spend an afternoon, especially if it's chilly or overcast outside. We enjoyed the jellyfish exhibit, the giant octopus, the seahorse exhibit and the deep sea. Not a full day excursion for adults, maybe for families with kids. Pricey at $35 per adult."
2578,2012-02-17,5,FUN! Great exhibits and informative.Highlights: We learned a lot about sea horses. We ended up talking to a volunteer who keeps them as pets. You would be amazed to learn how much care they require. Seaweed and stingray are generic terms for the plant and fish.
2579,2014-09-06,4,"I HATE zoos and aquariums, but I had a lovely time here. I never would have gone had I not been in a group that wanted to go, but I'm glad I did. It's well-curated and the fish seem to have enough space to swim happily. The jellyfish experience was definitely the highlight for me."
2580,2006-08-09,5,"I touched a bat ray!!!  They're soft and pretty. I also touched a sea cucumber.  They're squishy and neat. I haven't been here in years...  it was great. I loved the jellyfish exhibit, especially the gooseberry jellies.  They're like little round disco marbles.   I loved the Outer Bay too.. with the crazy sunfish and giant tuna.  All the shark symbolism in different cultures was fascinating as well... the different masks, dances and other ritual acknowledgement to the Shark God.  There's so much to see here that we became members on the spot, knowing we'd be back.   We couldn't see everything in one day.   Too many people (even though we went on a Tuesday), too many screamin' mimi children, and plus we had a guest with us so we were on her schedule too.  I want to come back alone sometime and just explore.   A tip... if you forgot to buy your tickets online and you think you'll come back often, become a member that day.  You can skip the line, plus there are all sorts of member benefits (unlimited free admission, special events like a Halloween party, aquarium sleepovers, jazz nights... , and no waiting in line) and you're giving money to a good cause.   Tax deductable too!"
2581,2007-10-28,2,"The aquarium has taken a real downturn in recent years. On one hand, they now have an area that's just for kids, but then they charge way too much for families to actually come. They used to have a really cool cephalopod area (yes, I'm a bio student) with cuttlefish and a red octopus and more, and they took all of those out and now just have the nautilus and a giant octopus. Apart from the slightly disturbing thought of where all the missing organisms have gone (was there some sort of platinum aquarium sponsor sushi night that went horribly wrong?), it seems odd to take animals OUT of the aquarium when you think they would be putting more IN, especially for the money they are taking in every day. The aquarium used to be one of my favorite places, and now it's a tourist place with new age music and the actual environmental and biological information tucked away in corners or on plaques with the writing small enough and the lighting dark enough that only those who brought their miner's hat and a magnifying glass can actually learn anything. This used to be a five star, and compared to what it used to be I would now give it a 2.5, but I'm rounding it down to 2 since they consider two dollars off a 24.95 admission to be a student discount.   However, if you have not been, there are still a lot of really cool things to see and I would recommend going at least once in your life. If you go early enough you will be able to pet the bat rays (they stay over on the far side as the day goes on to get away from the kids and loud people). And PLEASE pick up the little cards they have (FREE! WOW!) that tell you what fish are better to eat and what ones to avoid for ecological reasons."
2582,2013-01-19,5,"We spent the entire day here (opening bell to literally being escorted out at the end of the day!) and that gave us just enough time to see everything without rushing.We went on a Thursday in January so virtually no crowds to contend with - I cannot imagine what this would be like at the height of summer with severl hunderd little ones running around, so plan accordingly if you can.Lovely variety of exhibits, lots of educational information geared both towards adults and children (honestly -we enjoyed the kids stuff nearly as much if not more in some cases - ""Draw Your Own Jellyfish"" anyone???). We were able to leave the property & have lunch at a nearby restaurant (totally touristy Bubba Gump - but there are quite a few other choices) but it appeared as if the on-site cafe offered good, if pricey, options. You can get stamped for a return entry so make sure to do that if you leave.We loved the jellyfish experience and the seahorses as well. The otter exhibit was closed for refurb when we were there - but we were able to go out on the patio & spot otters in the wild with the provided binoculars. I even spotted a mama & baby so score!!!I would absolutely recommend this attraction for all ages, and would say plan on devoting an entire day to see & absorb everything that it has to offer. We are so happy that we made this the focus of our short time in the area."
2583,2015-02-28,4,"$39.95 for an adult so kinda pricey in my book. Great views, awesome exhibits, especially the jellyfish. Will recommend to others to visit!"
2584,2013-10-11,5,"Holy Mother of all things that are Awesome!  This place is a must-see!!!Let's get the bad out of the way first: I went here on a Saturday when it was jam packed with slimy kids and annoying tourists.  Some of the displays were ""inactive"" and many of the  glass panels were dirty.  Other than that, this place was one of the most spectacular sights I've ever seen!  I hadn't been here in about 15-20 years and I forgot how awesome it could be.  The jellyfish were out of this world!  Just being in front of the GIANT ""Deep Ocean"" tank makes you realize how small and  insignificant you are in relation to the Blue Planet.  My favorite sight was probably the Bluefin Tuna in the ""Deep Ocean"" exhibit.  Seeing their grace and beauty make my jaw drop in amazement and wonder.  I could go on and on about all there is to see, but why not just save yourself the reading and GO HERE NOW!  AWESOMENESS AWAITS YOU!!"
2585,2014-12-12,4,"Beautiful. We especially enjoyed the second floor jellyfish area. So peaceful, so beautiful. Lots of large tanks as well as small tanks to make this a very educational experience."
2586,2012-07-27,5,"This place is incredible, over whelming and stunning to mention a few terms. It is a must see for visitors from all over the world, and must see again and again for those living in California. Every time I visit the aquarium I am overwhelmed to speechlessness considering the beauty of the facility, and of the diversity and beauty of our oceans. The mission of this place is to  educate us about our oceans and protect them and I am a member and will continue to be a member forever. Thank You Monterey Bay Aquarium"
2587,2009-11-11,5,"Wow!  What an amazing place!  I've heard the hype surrounding the Monterey Bay Aquarium for as long as I can remember.  And as I was taking a recent road trip up Highway 1 on the California coast, I decided to add an extra half day in just to check this out for myself.  And I must say, it was well worth it!  Absolutely extraordinary!  The monterey bay is well worthy of it's reputation.  Never been to an aquarium quite like it.  Huge underwater displays showing glimpses into the life that goes on under water that you'd never otherwise be able to see unless you were in..oh..I dunno...a submarine with windows??I had to ask questions of the staff a couple of times and found them all to be wonderfully helpful and informative.  I think that all of the staff here must have training in teaching because it all comes so second nature to them.  Even when I was asking questions not related to the Aquarium (like where I could find the nearest bank of america...) they were on top of it.  Fantastic!My favorite parts were the very popular jellyfish tanks and the wonderful exhibit on Seahorses.  Even though I was there by myself, I could certainly appreciate how the Aquarium was set up to be equally enjoyable to both Kids AND adults (or at least helping adults to feel like big kids...;-)Only downside:  The price.  It's a bit pricey.  But then, it is a pretty big tourist destination - so I guess it's par for the course in that dept.  Great cafe for lunch, great views of the Monterey Bay all around, and very helpful and friendly staff.  Can't wait to come back with my family some day!"
2588,2015-07-27,4,"I love this aquarium!  We have yearly passes - the only way to go, it's too expensive to do it any other way.  This aquarium has a lot to offer, my favorites are the auditorium presentations and member nights!  That is when it's best to see the aquarium, nice and quiet!  I try to go on weekdays sometimes but they have lots of busses with kids coming through.  Mornings are the best time to go, right when it opens. My three-year-old son loves the jellyfish!"
2589,2016-08-07,1,"What a rip off. The tickets are $50 for adults and $40 for students if you can get the tickets for about $10/pp then maybe it would be worth it. We went to the aquarium as part of our stop coming down from Santa Cruz. We were a little nervous on that it closed at 6:00 and we got in at 3;00. Well guess what??? By 4:30 we had seen everything!!! There aren't a lot of exhibits and for the price it's the biggest rip off. So disappointed. Save yourself the money and enjoy the outdoors of Monterey, you won't be disappointed."
2590,2014-05-22,2,Nice for kids. Only for kids. And 40$ per person is ridiculous. The jellyfish aquariums are impressive but the rest is not as beautiful as you have seen in similar places (fly to New Orleans and be amazed).
2591,2014-06-17,5,"Bring hand sanitizer and parents please control your children, wait your turn rule had never been heard of here... My pic is a flapjack octopus!!!"
2592,2012-12-04,4,"Good day out however SUPER expensive I think. We were very lucky, we had passes from a friend which saved us $70. The exhibits are excellent, the gift shops are cute and the experience was definitely one to remember. We made it in about 1 1/2 hours although you could easily spend a few hours in here."
2593,2015-06-08,5,"My wife and I visited the Monterey Bay Aquarium on a summer Monday.  Adult admission cost approximately $40 per person.  That fee permitted access to almost all attractions at the aquarium.  Popular add-on tours (60 minutes) are available for $15 extra per person, but those tours sell out quickly.  We were unable to book one because they had sold out by 10:30 in the morning.Overall, we -loved- this visit to the Monterey Bay Aquarium!  The exhibits are extremely well done.  The tanks are large, clean, and easily visible by visitors of all ages and heights.  We particularly enjoyed the otter, penguin, tentacles, and famous jellyfish exhibits.  There are many volunteers and staff members wandering the floors to provide interesting tidbits of information.  Plan your visit around the feeding time schedule to see a lot of lively fish.Bottom line: My wife and I will make a special visit to Monterey to see this aquarium again.  It is great fun for guests of all ages."
2594,2015-06-08,4,Really liked this aquarium. It had a lot of interactive things for small children yet was not childish for the adults.
2595,2010-07-18,5,"My favorite Aquarium out three aquariums I have been to. Better than the one in SF Pier 39 and the California Academy of Sciences. I like how there is a free trolley that takes you from the cheaper parking to the aquarium. It is so big and have so much interesting animals that it totally makes the 25 dollars worth it. We spent like 3 hours here. There are penguins, otters (sooooooooo cute), flamingos, jelly fish (stunning), touch tanks, etc."
2596,2012-06-17,4,"Pretty cool jelly fish collection, haven't been here in ages. But good to check it out once in a while.  The surrounding places to eat are meh....really tourisy, which i'm not too much of a fan of.  Have a snack and a beer at bubba gumps right before you go in so your not feeling too hungry during the trip, and you'll feel a little buzzed too while watching the sharks, sea horses, jelly fishes and an octopus."
2597,2015-01-04,5,Always a great trip here. The displays are well maintained and the staff is very friendly.  It's crowded for sure but very easy to spend the entire day here.
2598,2016-09-15,4,"Very fun time. Enjoyed the feedings, they are a must do. Too bad there were no great white sharks during our visit. Loved the otters and fascinated by the jellies..."
2599,2012-04-02,4,"Every visit we came here was more of an experience for the son to learn more about the marine life. The only problem was the drive there and back would take us about 2 hours each way. Is it worth the money? Sure, and thats why we bought the season pass for the year, which is cheaper than buying a ticket alone, if you're planning to go more than once.This place is busy on a weekday, especially on a weekend, it's crowded with kids & adults. So come early if you're planning to walk around the aquarium afterwards, and bring cash for the parking. Overall I'll give it 4 stars :]"
2600,2012-04-18,5,"The word ""amazing"" gets overused these days, but could not be more appropriate for this place. I'll say it again - this place is amazing!! During a recent trip to the Central Coast, one of my most anticipated stops was the Monterey Bay Aquarium, and it does not disappoint. Ask me which exhibit was my favorite, and I honestly could not tell you. They were all amazing (yes, there's that word again).There is a circular room stocked full of live sardines orbiting endlessly  - a particularly creative way of displaying them. There are jellyfish of all different sizes, mesmerizing viewers in subtly glowing tanks. There is an oversized window into an enormous tank with sharks, tuna, sea turtles, and multiple varieties of seafaring creatures, including the oddly-shaped sunfish. There are fascinating seahorses, otters, and a giant display containing an entire kelp forest full of fish indigenous to the area. Take your pick - any of the exhibits have the potential to thrill you, as it did me.Rarely do we land-loving humans get to witness life in the vast oceans that cover most of our planet. The Monterey Bay Aquarium is one of the few places we can do that. If you ever get a chance to visit, don't pass it up! You will be amazed."
2601,2009-05-31,5,"Really not much that I can say that hasn't been said already about the aquarium.It's simply beautiful and well-designed. Very clean environment. Everything from the exhibits, to the bathrooms and stair rails are in pristine condition. Can't say much for some of the people who visit, but that's to be expected when mingling with the masses.Last time I was here, it was the jellyfish exhibit, now it's sea horses who have their own little display. Both were amazing. Of course there are all the usual displays that I've seen many times over, but they never get old. Anyhoo, if you want a gorgeous look into our coastline's ecosystem, this is a must for all ages."
2602,2011-09-06,5,"I have been to so many aquariums and this is pretty much the best one!Not only is it huge but the service here is excellant. I love the volunteers here. They have so helpful with everything and even when you don't go up to them, they come up to you and just randomly give you very insightful information. I paid the extra $12 for the behind the scenes tour as well as an extra $12 for the feeding 2 fish exhibits. It's pretty cheap considering the behind the scenes tour is an hour and you get to see how they maintain the tanks as well as some getting up close to some tanks. Feeding the fish is kind of whatever but def fun for the kiddies. Both very informative!They have a baby great white shark on display with now. Lots of fun fish to see and I was able to spend about 5 hours here between watching the fish feeding to the tours. Great outdoor areaFood: It's pretty decent though sandwiches and salads are around $10.00Parking is not provided but there are some covered structures that only charge $10.00 for the whole day! Fun tip: the aquarium is built out of concrete and can stand an 8.0 earthquake! It was also first funded by Hewitt Packard. Will def be back!"
2603,2015-05-30,4,"A great place to visit when in the bay area. Only drawback I found is it is a bit spendy. We purchased a year membership, which practically pays for itself after three visits with our family. I loved the jelly fish and octopus exhibits. My kids liked the wave tunnel and the observation decks."
