Number,Date,Rating,Review
1389,4/25/2015,5,"I will always respect Sea World and what they actually stand for. You get one jerk that goes and creates something that is so one sided and all the idiots follow. Do your own research and see that they are saving so many. You can't take an animal that may get bred in captivity and just let it go out in the wild. We will always come back here and always love what you guys do. Stupid sensitive, ignorant people ruin everything."
1390,5/4/2015,4,"Surprisingly a lot more fun than I thought. I had free tickets so I figured why not. The animals were very cool and the shows were entertaining. I expected it to be more for kids but as an adult I had a great time. Â The shamu show at night was impressive. Â Controversy aside, it's a pretty awesome theme park."
1391,2/7/2017,2,"I was last here about 20 years ago in 1996 with my children. Â Now I visited with my 30 year old daughter and her 16 month old daughter. Â I have to say, the park has changed hardly at all. Â It looks very dated and uninspired. Â We happened to be there on super bowl Sunday which meant we had the park to ourselves and it was nice because we didn't have any crowds. Â BUT, the food was poor, the shows tired and the experience worn out. Â I have no plan to revisit anytime soon. Â Maybe this sort of park is no longer attractive and relative. Â It's also very expensive - crappy hotdogs for too much money and out of date surroundings."
1392,5/22/2016,5,"We haven't been to sea world for about Â 10 years, we were here and went for 2 days and WOW! It was great! The staff from the dog kennel ( they have 10$ for a day) walking in to the shows, food and new rides were excellent! Â I would recommend sea world to my friends and family had a great time learning about sea life, My 8 year old loved it specially the splash zones!Bring extra clothes and prepare for some fun!!:):):)"
1393,10/2/2015,3,The ol girl ain't what she used to be. We went on a Friday and most of the food and drink stations were closed. The shows only took place 2x a day so no way to see everything. Shamu only took place 1x. Absolutely not worth the $100 admission based on the above.
1394,4/20/2014,4,"Brought the kids for a day of fun. It wasn't as crowded as I thought it would be for a Saturday. Overall good experience. My kids enjoyed themselves. I enjoyed the dolphin and shame shows. 2 things I didn't like. During the first dolphin interaction, the trainer looked at my kids and moved on to the kids next to them to give them fish to feed the dolphins...the other kids were all Caucasian. Hope that was just a coincidence and not prejudice. I also noticed that the dolphins and whales had scratches all over them. I really hope they aren't being abused!!!"
1395,6/17/2013,3,"A playful devil in sheep's clothes, SeaWorld is a for profit organization that makes a strong effort to be a conservationist organization. They straddle the camps of capitalism and conservationism pretty well, but the for-profit side rears its head more frequently than the former. The increasing number of rides SeaWorld is installing is a reminder of their continual efforts to entice people into their park and make a profit. What made me feel ill at ease was the gift shops at the end of every exhibit, and the nearly compulsory pictures they take as you enter the park and ride the sky cabin. It's hard to justify conservation when a company encourages spending money on more and more stuff that clutters our personal lives. Any major park delivers the same message, ""your visit with us is incomplete and your memories will fade faster if you don't buy something from our park.""However, I do get a sense they care for their animals and want to leave a legacy. Lastly, the shows are mildly entertaining. The metal benches and lack of covering enhances the sun's heat inside the amphitheaters. The biggest let down was the Shamu show. All a guest sees during the show are trainers running around the perimeter of the tank, flapping their arms signaling the whales to jump, splash or wave their fins, and that is it. It is not educational (no one trainer really talks during the show; it's all music) and the music is awful. For being their showcase, the Shamu show is the most listless in the park.If you only have one day to spend in San Diego and your choice is the zoo or SeaWorld, go to SeaWorld if you have kids and go to the zoo if you are an adult. The zoo is far more beautiful to visit, and they have more animals."
1396,7/10/2017,1,"So me and my family had never been to seaworld before. We heard about a promotion for military, and we decided to give it a shot. We went to the seaworld site, and it directed us to a page where you verify you're military. OK no problem..except that it sends you on an endless loop. You login to verify your military and then it sends you back to the seaworld site. You click on military discounts and it sends you back to the verification page. BTW we had 2 people on the Camp Pendleton military base helping us, who had actually done this before and they never had this problem. Now the reason I'm giving them 1 star is we called Seaworld to ask for help. It was a 30 minute wait. We selected the option to have them call us back. They never did."
1397,1/21/2016,5,I had a wonderful time! Sea world is so well thought out! The animals are beautiful! And it's so mother friendly!!!
1398,8/6/2015,5,"Always an adventure. This year we got the all day dining deal, was pretty cool. Shipwreck cafe has the best food. Hubs and I tried 3 of the 4 locations, which was a lot of work. Mama's pizza looked like microwave pizza so we passed. I will say that unless you arrive early and stay the FULL day its probably not a great deal. Each place has meals for about 16$ which if you just buy it, you can share. So at $35 you have to eat at least 2x to get your money worth. The meals are designed to keep you full so you only go once. Cafe 64 was good, the staff was kind of rude. There is not a whole lot of instruction on how it works or what you can order. Basically every line says 3 items total, entree (ribs not included but sampler is), side OR dessert, drink(includes bottled water which is awesome if there is no line when you walk by, beats paying 2.99 for Dasani, which is like the worst bottled water ever). You could get a side, dessert, and a drink. or 2 sides and a drink, or 3 desserts, but no sharing. They don't really seem to want to help. It would be great if the just attatched a logo to the window with what it is, (entree, side, dessert). You're left with just a kind of go with the flow idea. Lines depend on when you go, we planned ours around traditional eating times. 11,340, 630.At Cafe 64 you only get 4 items on your burger... lettuce tomato ketchup pickles... no cheese. Â  I realized too late and had a burger with no cheese. and the lady gave me attitude when i asked for it. ok, Ill throw this out and be back in your face in 1 minute... just saying.Calypso Smokehouse was awful, the absolutely only thing I liked was my roll. I got the sampler so I did get to try the ribs, fatty, dry, boring. Hubs got the chicken, it was also dry. Shipwreck Cafe was amazing,I had the bold tacos which was fish and shrimp black beans pico sour cream yum. came with rice. Hubs got chicken and chips, he would have prefered fries no option. Â This seemed like the best place to get food since the entree has a side*(chips and rice in our meals.) Other sides were fruit cups or salad. or dessert. The desserts are the same at every location, cake(carrot, chocolate,red velvet), cheesecake(carmel, chocolate), cupcake, shamu cookie (this is for kids, as an adult its disgusting). That is all I remember.If you are a snacker the deal is a bad idea. we could have shared a turkey leg and a nutella crepe and been fine.The shows havent changed much in years, and some of the animals are looking sad. There were not any visible starfish, something about a virus and them having to move. The rides are fun, wish there were more. I know our kids would have had a lot of fun so next time we will take them."
1399,1/11/2012,5,"I splurged and got the 2 year Platinum Pass (which includes VIP seating, preferred parking and discounts on food and merchandise). I decided I am going to use this pass, unlike my zoo pass which collected dust - and I am so stoked. It is so much fun for my toddlers!They have a Sesame Street wonderland, with everything from spinning teacups to a ""dumbo"" type ride featuring Elmo. They have fun jumpy things for babies and bigger kids, and just a tom sawyer-esque climbing, bridge, slide paradise! If you never make it to see a show, or ride any other rides, you can spend awhile in this section alone.It's always a beautiful day at Sea World."
1400,1/27/2012,5,"Do the Interactive visit with the Beluga Whales. Â You get to feed a walrus, which is so fantastic. Â Obie Â slurpes the food into his mouth and the sound is so funny. Â  You get to go behind the scenes and see Polar Bears, Arctic Foxes and the baby Beluga. Â The guides you have with you are highly knowledgable and provide lots on great information. Â I even got a kiss from a Beluga. Check my uploaded pics!Don't get me wrong...I went in knowing Belugas live in very cold water. The tank at Seaworld is between 50 and 55 degrees! But they provide wetsuits with booties and the excitement of what you are doing will keep you plenty warm. Â When you are all done you can have Â a hot shower (with toiletries and a souvenir towel) they even had a hair dryer.The video you can buy at the end had about 80 pictures taken by two professionals who were there during our visit. Well worth the price of the cd. Â If you have friends with you, they can take photos also.Highly recommend the Interactive visit at seaworld.Charlie, the only male Polar Bear at Seaworld died last week, so glad I was able to see him up close."
1401,6/17/2015,4,This seaworld is great. I'm from Ohio so I grew up with that Seaworld until it closed. I believe this one is layed out better than what I remember from Ohio. The trainers and all employees always seem to be very happy and helpful. My daighter loves coming here. Its a shame what theuve been going through since the release of blackfish. My daighter loves being able to interacy with the dolphins and talks about Shamu all the time. Â  Itd be a shame if they had to close.
1402,11/28/2015,5,"I had a blast at Sea World! I'm so glad I went before they stopped doing Orca shows completely. It's still a fun place and are really focused lately on educating people about the good work they do. If you're a ""Black Fish"" enthusiast, you should read Sea World's comments about it on their website."
1403,2/22/2015,4,"Yes, I've watched the movie Blackfish, but I won't go there with my review. It's close to my house and I'm tempted to ride my bike to avoid the $12 or $15 parking. To be honest, my favorite part of going to this SeaWorld is grabbing a beer, walking over to Shipwreck Rapids, cashing in a ton of dollars for quarters and unloading the water cannon on unsuspecting tourists. *6 water cannons live on the main pathway between the Shipwreck Rapids entrance and the Cirque de la Mer stadium.You will need a friend with you to assist with waving to the ride goers and also holding your adult beverage while you unload with the water cannon. Having a bad day or want to get back at the SeaWorld supporters? This is your best bet. You're welcome."
1404,10/13/2013,4,"My daughter says 5-stars. I say 3-stars. 4-stars it is...First time at Sea World San Diego and while it was a fun experience and lasted the day, it doesn't seem to be on par with the equivalents in Hawai'i and Florida. Â Rides were fun but unspectacular. Carnival options were also fun, but seemed an odd fit with an aquatic theme park. Whale show was great. But then the fun pet show again seemed like a forced fit with Sea World. And then there are more shopping options for Sea World trinkets than you can shake a flipper at.All that said, our five year-old daughter LOVED IT. Â Seriously. Â She was grinning and listing off her favorite things-- Whale show, petting the bat rays, Pet show, Atlantis, the Bay gondolas, et al. Â From her eyes, it was a remarkable experience. And that's what matters.At $79 an adult, at least kids are free in October... :o)"
1405,7/4/2017,1,"I would like to give a good review for SeaWorld because I know that they are trying to do good things for animals and I am a season pass holder, but I just cannot. Here's why. It's come to this. When you arrive to a show, you may not sit in ANY GOOD seats because they are now saved for ""premier guest"" = those who have paid a special and higher price. Leads me to question, ""What about those who paid for the ticket price to get into the park?"" They don't get to get good seats. It's all about more money. More, more, more! Greed! It's disgusting and it saddens me that SeaWorld stooped to this kind of greed. Shame on you SeaWorld!!"
1406,5/1/2012,4,"I love sea world because I grew up on it. Â I am going to try to give a review that is not totally biased because of that.Sea world is expensive if you are only paying for a day. Â It is a steal if you are paying for the day and getting the year for free. Â That is what my bf and I did this year. Â Now that i am an adult, after going twice, you have pretty much done it all. Â Don't get me wrong, I could still go a thousand more times and still have fun, but I can see my bf getting tired of it fast. Â The shamu show is fun although it used to be better before they realized that the show was about KILLER whales. Â The blue horizon show is a bit lacking and kinda cheesy (which I guess can be good for kids). Â The sea lion show is funny, only the first time.A big plus to Sea World is that they are adding rides. Â they already have Atlantis, but they are making a real roller coaster, called Manta, that will open this month.What makes me love sea world so much is the fact that I love learning about the animals. Â I don't think I will get a pass for next year, but maybe in a few years again."
1407,5/30/2017,5,My son loved it he absolutely loves animal and i got a whole package to five theme parks for 790 with the city pass we had a great time got to go to all the shows and for 35 per person i think you can get a all day dining the food wasnt the best and only thing i didnt like was the fact that everytime i ate i had to buy my son his meal not even in buffets they charge me for him he is 2 the least the could have done was that if a adult paid the infants get a free meal they dnt eat much so that would have been nice to have all in all my son had a blast for his birthday
1408,7/29/2014,4,"Their staff helped us when we needed it. Â We had one of the wheels break off my mom's wheelchair when we went to see the Sea Lion show. Â The staff brought us a rental to use for the rest of our visit for free. Â When we were done, we picked up our broken wheelchair at the rental center. Â A staff member pushed our broken one, while I pushed my mom in the rental, to our car in the parking lot. Â We saw the shows: One Ocean, Blue Horizons, Pets Rule, and The Sea Lion show. Â The dolphin stadium ramp is huge, like pushing a wheelchair up a cliff. We also went and saw the turtles and the penguins. Â Most of the Handicapped seats are in the splash zone. Â We brought with us a sipping cup from our previous visit. Â Glad we did, because their cups now are eleven dollars. Â If you take your cup to one of the stands, they will fill it up with water and ice for free."
1409,7/2/2017,1,"I purchased 2 all- inclusive 2 day passes. On the first day, all went well and we enjoyed all of the services for which I paid. On the second day, although I brought the tickets we were given and asked to use upon our return, I was told that these tickets were only for the first day and that although I purchased the two day all inclusive packages, they were only valid for 1 day . Yes this makes no sense. I was searching through my email trying to find my receipt to prove my case, but she informed me that Â i would need to find it (even though they have a record of this and photo of me on file from my first visit ) I asked for a manager and rather than the manager coming over to speak with me, the manager, named Michael told the rep (Hayu) I was speaking with to tell me that although we had purchased a 2 day all inclusive pass, it was only valid for one day. I asked the rep (Hayu) to pull up the passes I had purchased using my credit card and name. I also asked that she print them out. She looked at them and realized that both she and her manager were wrong and that indeed Â ""two day all inclusive package"" was printed on the tickets and that they were just that, all inclusive for two days. She said ok but that's was what my manager said, sorry. I was then sent to another long line to retell the events and get the passes. I am concerned that the manager Michael Â had no knowledge of the expensive packages I purchased and was content without investigating the situation, additionally, he gave misinformation and did not bother apologizing when he learned of this huge error. Had I not been persistent, I would have left being denied the services for which I paid. I am very concerned with my treatment and that of my guest and am disturbed that this is the image I will now have if Seaworld. I look forward to hearing from representatives from SeaWorld to learn how they will address this concern and prevent those like it in the future."
1410,8/8/2013,5,"last weekend, love the park, especially the shows except shame rocks because you get wet when you sit near the tank. They had good turkey leg and like the funnel cake. but there drinks were expensive."
1411,8/13/2015,4,"Prior to vacationing in San Diego I was googling things to do, sea world came up I said let me read the reviews since I've never been there and there was a mix of good and bad reviews and I didn't know what to do so I decided when I arrived in San Diego that I would figure it out, while I Â was in old town I was talking to a woman who worked at one of the Â  booths Â and she said to me don't do sea world it is a waste of time and money, my 9 year old daughter had then said to me"" mom just because she didn't like it there doesn't mean we won't "" I then replied back to her and Â said "" you're right let's try it out for ourselves""... well can I just say what a beautiful beautiful experience SeaWorld was my family and I had a great time , Â shows were wonderful we were able to get seats 123 just make sure you arrive on time or I should say 15 to 20 minutes earlier, all the animals we seen were just beautiful and so amazing I was in awe. Â  We got the dining pass for the day I don't really think that its worth the money unless you plan on eating all day long and when you're in the places that honor the dining pass its a very confusing process because you don't know what foods belong to the pass , you can only get certain stuff. I really wouldn't recommend the dining pass but that's just my opinion. I'm so glad we didn't listen to that woman and we decided to try SeaWorld for ourselves because it was just an amazing experience that my family and I Â will cherish for a long time !!!! Oh FYI we went on a Monday and it was not that packed and do the parking for 21_dollars you will be closer to the entrance Â its worth the extra 5dollars . Â have fun ."
1412,10/30/2011,4,"This place is cool! Â You can go on rides, see shows or see various sea life. Â The food isn't bad. Â I like the $29.99 all you can eat deal. Â I get there before lunch and have lunch. Â Then later in the afternoon I have dinner. Â The food I liked best are the bbq ribs, bbq chicken, red velvet cake, and chocolate covered Shamu cookie.I've been going during the Spooktacular celebration the last few years and it is lots of fun. Â There are lots of kids dressed up for Halloween and you get free candy!"
1413,6/5/2011,3,"I've been to this Sea World twice. I have also been to the one in Orlando, Florida. Compared to Sea World Orlando, this park is considerably smaller. Lot of attractions to choose from but limited in scope in comparision.Parking wasn't bad but it took us forever to finally pay our way inside the park. The food here is very expensive but that is typical of attractions like these. We went to the Sesame Street Bay of Play 3-D theater. Very cool experience and all of the children seemed to enjoy it. Went on a couple of rides and attractions. The Journey to Atlantis ride was underwhelming to me in comparison to the Orlando one but was still fun and a little scary. You will get wet though! Shipwreck Rapid was another wet but fun ride, especially when you get to the waterfall area. Wen't to see a few more attractions before endind the night at the Shamu Rocks show. I was wet enough so I sat near the top rather than close to the pool.It was very fun the both times I went. Make sure you have a lot of extra money because food, drinks and even snacks are pricey. You should have fun here though. I did"
1414,4/2/2015,4,I used to love Sea World and it was semi-relaxing on a weekday. Â Not anymore! Â They've added so many bells and whistles that it is SO CROWDED. Â Parking costs $16! Â And it took over an hour in line just to buy admission tickets! Â Add that to the price of admission $89 for adults and I'm not sure if it's worth it at all. Â The shows are still great and every once in a while there's a cool moment watching the animals but the price tag is quite high and you get the feeling that the private equity firm who owns this place is doing their best to make as much moola out of it as they can.
1415,12/9/2013,4,"love this place and the employees are allvery friendly. this park is really accommodating! restrooms are alwaysclean. the shows are awesome, as well as the rides!!! I just wish it was open longer:/ it was my first time to go for Christmas this year and it was soooo much fun making snowballs and the decorations were gorgeous! I love the deals here as well. they should have free refills at Disneyland too:/ I recommend to come here with kids or without!"
1416,6/25/2014,4,"Haven't been to sea world in four years, and at that time I had no kids. This time I took my 2 yr old . Started with the pets rule show which was really good! Definitely recommend seeing that show for sure . Then we hit the turtle exhibit. My little girl loved that, then we went to the manta exhibit where u can touch the mantas and feed them fish. Fun experience but the little one was afraid to touch them. We them hit the dolphin - pilot whale show which was good and then went to the Sesame Street kiddie area. Didn't get to see shamu but will go back this summer for sure. Go on a weekday the tickets are just 50$ for celebrating 50 years of sea world. Saves u almost $30!!"
1417,7/2/2011,2,"Eh. Â Sea World San Diego seems like it would be such a great place to go.. but it's not. Â Considering San Diego is a big vacation destination and a lot of people come here just to visit Sea World, it really should be a lot better than it is. Â So I will split my review up into price, entertainment, food, and overall experience/grounds.Price:It's not a cheap place to go. Â But, when you pay for a day, you can go back all year. Â You also have to pay for parking here, which isn't cheap.. and if you pay a few more dollars, you can go preferred and get a better spot. Â I think that paying for parking is sad, but if you're going to do it anyway, might as well go preferred because Sea World is a big park to walk around, and even though it may not seem bad when you're walking in, you'll want to save your tired feet when you're coming back.Entertainment:Well, the animals here are all cooped up in tanks of water similar to bathtubs. Â I feel really bad for the whales. Â The shows are fine, I guess. Â The Shamu show is pretty terrible. Â I couldn't take it seriously.. my entire party was laughing hysterically when they were trying to be serious. Â I felt bad, but I couldn't help it. Â They need to stick with the classic stuff. Â It worked well. Â I did the dolphin interaction a few years ago. Â I was pretty disappointed with it because there wasn't THAT much interaction with the dolphins. Â I recall being able to put a dead fish in its mouth once and touch it a couple times. Â The package didn't even include a photo that they took of you. Â I recall paying over $100 for photos. Â Kind of crazy. Â The rest of the shows are alright, but nothing spectacular.Food:Sea World has the most god-awful food in the entire universe. Â I can't even believe it. Â We've tried a lot of it because of pure disbelief.. I mean, how could a chocolate covered sugar cookie with whipped cream taste bad? Â Or how can that cupcake really make me want to gag.. and how can a simple sandwich make me want to throw myself in front of a bus? Â Well, they can.. and I've tried so many things there that I can honestly say the food is the worst food of theme park history. Â It is just plain bad.Overall experience/atmosphere:The grounds are very pretty.. and there are a couple of rides to go on. Â But there are waits for them... long waits. Â Because there's just not much to do at this Sea World. Â There is a pond where you can touch the starfish and other critters, and I often see unsupervised monsters.. I mean children.. picking them up and throwing them. Â It's really sad.I like what Sea World is set out to do.. I like that they want to help the ocean's wildlife. Â Afterall, without our oceans, where would we be? Â But the way they run this park is something that I don't agree with. Â I wish I had good things to say about Sea World.. and I wish I could visit more often to support them, but I just find the entire place to be more of a nightmare than a fun day out with friends and family."
1418,3/24/2016,3,"Hmm. This is borderline between 2 and 3 stars, I'll give them 3 because they made a hard corporate decision and are trying to do the right thing. I'm not certain the decision will actually help the company, or even necessarily the animals, in the long term. In the two shows my family attended (dolphins and whales) and in the live animal exhibits, they spent way too much time telling us about all the conservationist stuff they (supposedly--the claims are either vague or based on fantastically specific numbers to give the illusion of detail) do, and way too little time actually informing and entertaining. It's like the PR department hijacked all the scripts and the signage and the do-gooder rhetoric is too much. On the upside, it's pretty cool to see whales and dolphins at beck-and-call. And actually, the tiny suckerfish pond right in the entrance is surprisingly awesome: it's like having a hundred kittens smooching you at you at once. It's a very good aquarium, but having seen Denver and Atlanta's excellent aquariums at less than 1/3rd the price they need to be more than that. The rides are pretty good for what they are, you don't go for the rides. The 'cut the line' pass and CONSTANT upsell attempts are frustrating for those who 'only' bought the base $79 admission. So many times I stood in the middle of some plaza and saw 8 different establishments trying to sell me something, as I tried to find the 1 or two actual feature exhibits at that plaza. Yes, this is what these parks do, but Legoland the day before felt better. But then, they don't have to keep whales alive. Seaworld does. At least, for a little while longer..."
1419,5/10/2012,4,"I don't care how old you are, anyone can have fun at Sea World. My bf and I decided to go here on a whim while visiting San Diego for Old Town's Cinco De Mayo Festival. He had never been, and I went once when I was a child but I didn't remember much at all.We had a great time!Unfortunately, parking is a bit pricey ($14). At first glance, I also thought the tickets were expensive ($73); however, we purchased the Fun Card (same price) which allows you to enjoy unlimited general admission through Dec. 31, 2012. It's a great deal! We went a little late in the day, so we didn't have a chance to check out the entire park, but I definitely recommend the Dolphin Show and Shamu Show. It amazes me how talented the performers are, and how they're able to train the Dolphins and Whales to do really amazing things. Both are a must see. The Penguin exhibit was neat! The little Penguins are so cute! I just want to take one home with me. lolThe only down-side: I wish they had more snack vendors around. Other parks have snack stands at every corner, but we had to walk awhile before finding something. Once we did, it was a self-serve area with a few things to choose from. More options throughout the park would be much better.Overall, I think it's a great place for kids or couples or just about everyone. It's a nice day out in the lovely SD."
1420,12/18/2015,5,"Pleasantly surprised at what a clean, well run aquarium this was. Just enough variety in shows, education, and exhibits to be a great day out. Lots of helpful staff members everywhere who had the gracious hospitality of a nice resort more than a theme park. On par with Disneyland for clean environment, immersive themes, and friendly people. The animal handlers were all incredible too. They came off as loving the animals they worked with and being proud of what their friends from the animal world could do. Great job to the staff for keeping up the smiles and going above and beyond to care for guests and help them to have a great day out as a family!"
1421,4/9/2016,5,The shows were perfect. To watch the amazement in my toddlers eyes was priceless. She got to pet the dolphins and she pet every animal/fish in the petting zoo/pool. She was enamored with the whale show...she loved being splashed. Felt good to take her there since I hadn't been since I was about her age
1422,6/5/2017,2,"So I know the controversy over Blackfish, etc. Â It is noteworthy. Â The Orcas do not look very happy bobbing in their pen in the back of the killer whale show. These are top predators who roam the open ocean? Â As our president would say....Sad! Â However I took my GF and her son, 15, who had never seen Seaworld or Orcas, dolphins or other animals up close. Â The animals seem to be treated well but yes, it's kind of a bygone era of seeing animal shows for our entertainment. Â I guess that's why we skipped the zoo. Â Anyway, the park was not very crowded and we had a decent time. My real reason for the review here is Ocean Explorer. Â The new big deal ride! Â What a joke. Â This was the lamest thing I have seen since It's a Small World. Â We actually waited in line for this?? Â And not a short wait. Â Like 30 minutes of the slowest moving line. Â The operators didn't know what they were doing as we were asked to stand in one spot, then no over here, then no back here. Â They have so few cars running on this ride, it could be twice as many to get people through. It's ridiculous. I can't believe any theme park would put together a ride like this in this day and age. Â If you are over 5, you will not enjoy this lame excuse of an ""attraction"". Â If there is any line at all, don't bother! Â It's awful, lame and for 3 yr olds. It's kinda sad to see what has become of Sea World. Â It's okay for kids and first time visitors but I can't see us ever going back."
1423,12/19/2014,1,seeing fish and beautiful animals trapped in small pools makes me feel so claustrophobic for them. I liked the pet show and went here just to appease a friend hoping I would see something ok but it made me feel horrible supporting it. Â I love animals so I can't enjoy this. Â save your money and see animals in the wild and free
1424,2/19/2013,3,"Our family of 4 visited this week. Â We have 2 boys, ages 6 and 3. Â  The 3 shows that were active were great Â  They were the highlight of our trip! Â There was NO Shamu Show which just doesn't seem right for SeaWorld! Â The Madagascar 4D movie was also not running. Â  Â I would have given 4 Stars if we had the Shamu Show and 4D Movie.SkyTower was nice view. Â  Also did the SkyRide as well. Â  These were fine to do and low key.The food was not great.... I'd give 2 stars out of 5. Â  Â We ate at Stella's Kitchen and had 2 kids pizza/bread sticks and 2 adult pizzas. Â  Â NOT good. Â  Â Don't eat there!The positive is that the Manta had a very small line and we were able to get decent seats at all the shows.The Shark Encounter had the strangest congestion in it that we took an exit and didn't wait. Â  Â It became very uncomfortably crowded.We liked the Stingray pool.... the 3year old loved it. Â  Â We walked through and saw the Polar Bear, Walrus, Penguins, etc. Â The Sesame Street area was good for the 3 year old.... we saw a LOT of little kids in the park.The directional signage could be improved. Â  Â  Â We did use the iphone APP and it actually worked and gave updated Wait Times which was helpful. Â  Â We were able to find 20% off coupons if you had a Southwest Airlines Reward card. Â  Â That made us feel a little better about our less than optimal experience."
1425,8/1/2011,3,"I always love going to sea world, because of Shamu and all the other shows they have. Â Of all the times that I had visited, i've always been fully satisfied. Â It is a good thing that once a year the family can visit this place, but this year wasn't as good as how I'd come to.I cannot believe I never ever..realized how expensive everything inside is. Â I think our food cost almost two hundred dollars..My kids got each a souvenir that cost us $75..I am not gonna add the entrance fee that would have cost us about $300, because they offer military pass for the fam. once a year. Â You can spend a grand in this place in one day!!!! But anyways, the ""Shamu"" show wasn't as good as before, I guess because of that one incident that happened to another sea world..the trainers changed their performances. Â The Sea Lion show was good, my daughter laughed a lot. Â Their sesame street section is my fave. as well as my kids."
1426,3/15/2016,5,"Every time I go here, I fall in love with the park over agin. Every exhibit has so much interesting information and being able to see the animals up close really allows you to see how majestic they truly are. I only wished I lived closer so I could go there more often."
1427,11/16/2014,1,"I attended the pass members day for the Christmas season today. Â I must say it was a big disappoitment. Â The Animals Rule was the same tired show they do all years with different dialog. Â Very boring!The worst show was the Shamu show. Â The attempt at Christmas music was awful. Â The brass quartet that played before the show started was simply awful. Â They were off key, not together on most songs and were simply just noise. Â Save your money and fire them all now! Â Now we move to the singing during the show. Â The black lady that was screaming (I think it was suppose to be singing but was not) should be arrested for assualt on our ears. Â I don't go to Sea World to hear black people trying to be gospel singers, the chior with her was equally as bad.You should spend more of the show letting the Orcas perform and no time with the awful music.I would tell anyone thinking about going for the Christmas events to stay home or spend their money elsewhere."
1428,10/25/2011,4,"It's SeaWorld. Â It's a sterilized, family-friendly version of what marine life is all about.It's really simple. Â They have Shamu, dolphin shows, sea turtles, penguins, sea lions, sharks, and lots more. Â Sometimes there are activities you can do, such as feeding the sea lions. Â There are other attractions, such as the Sesame Street rides and playground where parents can take their children. Â There's that really tall tower that takes you to the top so you can see all of San Diego, and a few water rides as well. Â My favorite part is the Wild Arctic. Â Not only do you get to see beluga whales, polar bears, and walruses, but there's also a fun virtual ride that makes you feel like you're actually in the arcticI enjoy it a lot. Â I bought a one-year pass and haven't regretted it. Â The food selection could be a little more varied outside the typical hot dog-hamburger-fried chicken-salad meal, but that's not a big deal. Â Even if I see the same shows and exhibits over and over again, it's still a lot of fun."
1429,12/14/2015,4,"Very nice shows, especially at Halloween and Christmas. At Halloween kids can trick or treat there and get candy at different stations. The Shamoo show during the holidays is my husband and my favorite. We also like the former Clyde and Seymore show... not sure what it is currently called. Anyway, we have had many wonderful visits here. Thank you, SeaWorld."
1430,1/2/2017,2,Slow to open parking lanes and slow to open to ticket lines. Slow slow but the greetings were nice .
1431,10/13/2011,3,"Our day went something like this:We got in right at about opening, around 10:00. Â This affords you a pretty decent parking space, not too far from the entrance. Â We headed straight to the Orca stadium, ponchos in hand, to see the 11:30 show. Â We stood in line at the top entrance to the right of the stadium (facing the show), and we were like the 10th family in line. Â We got to sit smack dab in the center, up front in the splash zone. Â It was hot, but the great seats were worth it.The show started and there was a lot of video showing on the screens behind the water. Â I think they're trying to improve their image - saying we are all stewards of the earth and this and that, when really it seems like they're trying to atone for the death of that trainer last year and the confinement of the Orcas. Â I had mixed feelings. On one hand, ORCAS FREAKING RAWK!!! Â On the other hand, it's really depressing that these magnificently intelligent creatures are herded into a relatively small pool and forced to do stupid tricks to entertain us. Â But then I came to my senses and ooh-ed and aah-ed at the glorious mammals waving their fins like they're saying hi, splashing me with water and beaching themselves for my amusement.Next we rode on Shipwreck Rapids, which wasn't nearly as good as the rapids at Disneyland (but take ponchos if you're going because you'll get wet!). Â Then we went on the Bayside Skyride which was okay. Â We saw the sea stars and that was fun - my daughter really enjoyed picking them up), a few aquariums, the turtle cove, the shark tank, and the piranhas. Â We saw the dolphin feeding. Â We also took one of those silly riding on an orca pics, but it was fun. Â We missed the entire Sesame Street park but having come from Disneyland, I don't think we missed too much.Having been there, it's not on my list of must-returns but it was a fun thing to do."
1432,7/4/2015,5,"Very good place to spend with all family and kids, my wife and kids love it."
1433,11/22/2015,5,"We've been going to Sea World for 30+ years. Â Its always clean, well organized and the attendees seem to be more courteous than other parks. Â Great family park. Â Weather is always great in San Diego."
1434,3/23/2013,4,"The first night in my new place in San Diego I laid my head down to sleep and was soon jostled awake by the sound of loud booms. Heart racing, I looked outside and saw fireworks. What the heck?! I was new to SD and hadn't realized how close to Seaworld I actually lived. The nightly sounds of the fireworks would become the familiar signal that I should start getting ready for bed. :)It would be two and a half years before I actually went to Seaworld. As an adult with no kids, I never had much reason to put myself through the chaos. I finally went when I took on the the kiddos from my work out for a day trip. First, get the sea world app mainly for the map....this place is a maze! Even with a map I was constantly going in circles...maybe that's just my lack of any sense of direction. The fun card is great deal for residents. I can only stand amusement parks for a couple hours before I can't take it anymore. It's nice to go for a few hours and leave without worrying about ""getting my money's worth!"" The whole Shamu show thing was entertaining for both adult and kids. I don't think you can grow out of being in awe of such giant and intelligent creatures. Is it possible to be that jaded? We really liked the shark exhibit too. After seeing the whale sharks in the Georgia Aquarium, my bar has been set really high. This exhibit is pretty small, but the sharks are impressive enough to make up for that.I wouldn't try to do all of Seaworld in a day. Those are the families who are leaving at 10 and all their children are in tears and yelling and the parents are at their wits end with trying to get their money's worth and creating ""magical"" experiences. It would be magical if parents realized that their kids cannot hack a 12 hour day of theme park activities! If you are gluten free, I suggest pre-eating and bringing a protein bar or something. I wouldn't consider any of their restaurants to be a good option for gluten free."
